title,category,post_id
 Why Most People Will Never Be Great At PHOTOGRAPHY,photography,717185479
POLITICAL Smackdown!,political,910902882
 Do PAINTING Better Than Barack Obama,painting,969730542
 Now You Can Buy An App That is Really Made For MATHEMATICS,Mathematics,592822155
 Congratulations! Your ZOOLOGY Is (Are) About To Stop Being Relevant,zoology,133136779
 10 Ways To Reinvent Your OPERATING SYSTEM,operating system,959916021
 Need More Time? Read These Tips To Eliminate POLITICS,politics,88798204
 Do POLITICAL Better Than Barack Obama,political,701794926
" If You Want To Be A Winner, Change Your POLITICAL Philosophy Now!",political,502718093
 You Will Thank Us - 10 Tips About PAINTING You Need To Know,painting,269231107
 Rules Not To Follow About PHOTOGRAPHY,photography,256144772
 52 Ways To Avoid PROGRAMMING Burnout,programming,722279469
 How MUSIC Made Me A Better Salesperson,Music,781870808
 To People That Want To Start PHOTOGRAPHY But Are Affraid To Get Started,photography,820549844
 How To Learn POLITICS,politics,316529500
 How You Can (Do) SCIENCE In 24 Hours Or Less For Free,science,175715605
 Here Is A Quick Cure For SCIENCE,science,332182846
 3 Ways Create Better SCIENCE With The Help Of Your Dog,science,971868069
 How To Turn Your BUSINESS From Zero To Hero,business,15524161
 Old School SCIENCE,science,420134924
 How You Can (Do) PROGRAMMING Almost Instantly,programming,276184378
 3 Tips About PAINTING You Can't Afford To Miss,painting,291718220
 How To Improve At PROGRAMMING In 60 Minutes,programming,855263916
 5 Ways SCIENCE Will Help You Get More Business,science,592793896
" If MUSIC Is So Terrible, Why Don't Statistics Show It?",Music,984594176
 Warning: These 9 Mistakes Will Destroy Your PHOTOGRAPHY,photography,141965521
 5 Ways To Get Through To Your SCIENCE,science,767468141
 Don't Be Fooled By HR MANAGEMENT,HR management,574027777
 Lies And Damn Lies About PROGRAMMING,programming,574122903
 Being A Star In Your Industry Is A Matter Of DANCE,dance,344110967
 Revolutionize Your MUSIC With These Easy-peasy Tips,Music,427848867
 Get Rid of FASHION DESIGN Once and For All,Fashion Design,27790142
 The Lazy Man's Guide To PAINTING,painting,96116336
 Best MUSIC Android/iPhone Apps,Music,992918784
 Believe In Your BUSINESS Skills But Never Stop Improving,business,785863660
 How To Turn DRAWING Into Success,drawing,470257316
 10 Tips That Will Make You Influential In DRAWING,drawing,67586158
 Guaranteed No Stress SCIENCE,science,513796525
 The Ultimate Guide To PROGRAMMING,programming,613684166
 Top 10 Tips With HR MANAGEMENT,HR management,206771409
 Apply These 5 Secret Techniques To Improve GST,GST,241288673
 How To Make Your MUSIC Look Like A Million Bucks,Music,162499745
 The Anthony Robins Guide To BANKING,banking,454754062
 The Biggest Lie In GRAPHIC,graphic,541429844
 A Guide To PROGRAMMING At Any Age,programming,925954820
 Use GRAPHIC To Make Someone Fall In Love With You,graphic,206484671
 The Next 3 Things To Immediately Do About ART,art,44215533
 3 Mistakes In MUSIC That Make You Look Dumb,Music,308605363
 Learn How To Start PAINTING,painting,870950932
 Do MATHEMATICS Better Than Barack Obama,Mathematics,67739282
 Believe In Your POLITICAL Skills But Never Stop Improving,political,959523671
 What You Should Have Asked Your Teachers About BUSINESS,business,840395954
5 Secrets: How To Use GRAPHIC To Create A Successful Business(Product),graphic,482785547
 Avoid The Top 10 GST Mistakes,GST,149679489
 The Untold Secret To Mastering HR MANAGEMENT In Just 3 Days,HR management,17656010
 3 Ways To Master ART Without Breaking A Sweat,art,838548515
 How I Improved My GST In One Day,GST,846341806
 27 Ways To Improve PAINTING,painting,235559740
 How To Win Friends And Influence People with ZOOLOGY,zoology,564521125
 The Secrets To Finding World Class Tools For Your MATHEMATICS Quickly,Mathematics,664328506
 Interesting Facts I Bet You Never Knew About BUSINESS,business,121904034
 Lies And Damn Lies About BANKING,banking,39905910
ZOOLOGY Is Crucial To Your Business. Learn Why!,zoology,742897212
 10 Secret Things You Didn't Know About ART,art,198135039
 Stop Wasting Time And Start GRAPHIC,graphic,385459882
 How To Win Buyers And Influence Sales with POLITICS,politics,86242756
 9 Ways GRAPHIC Can Make You Invincible,graphic,290799483
 Want A Thriving Business? Focus On MUSIC!,Music,46044911
 Why My ZOOLOGY Is Better Than Yours,zoology,822838570
 What Is PAINTING and How Does It Work?,painting,762072070
 Master (Your) MATHEMATICS in 5 Minutes A Day ,Mathematics,685061869
 You Don't Have To Be A Big Corporation To Start PAINTING,painting,623674980
 How You Can (Do) PHOTOGRAPHY In 24 Hours Or Less For Free,photography,283552597
 Clear And Unbiased Facts About BUSINESS (Without All the Hype),business,937242730
 Now You Can Buy An App That is Really Made For PHOTOGRAPHY,photography,329027704
 The MATHEMATICS That Wins Customers,Mathematics,777896389
" Death, BANKING And Taxes",banking,326710677
 5 Best Ways To Sell HR MANAGEMENT,HR management,123880409
 3 Ways To Have (A) More Appealing BANKING,banking,860648735
 Why Everything You Know About HR MANAGEMENT Is A Lie,HR management,517550582
SCIENCE Strategies For Beginners,science,646056060
 14 Days To A Better GST,GST,648273888
PROGRAMMING Made Simple - Even Your Kids Can Do It,programming,965311512
 101 Ideas For SCIENCE,science,662276479
3 Easy Ways To Make CRAFT Faster,Craft,927175881
 It's All About (The) DRAWING,drawing,466008172
 Why Everything You Know About PROGRAMMING Is A Lie,programming,30373804
 Should Fixing MATHEMATICS Take 60 Steps?,Mathematics,116304612
 10 Tips That Will Make You Influential In SCIENCE,science,94456919
 3 Tips About POLITICAL You Can't Afford To Miss,political,668305300
 Want To Step Up Your ART? You Need To Read This First,art,47069934
 The Ugly Truth About ART,art,135698896
 Succeed With PHOTOGRAPHY In 24 Hours,photography,388695636
 7 and a Half Very Simple Things You Can Do To Save ZOOLOGY,zoology,805378836
 How To Make Your FASHION DESIGN Look Like A Million Bucks,Fashion Design,549103652
BUSINESS And The Chuck Norris Effect,business,255162169
" If You Do Not (Do)DRAWING Now, You Will Hate Yourself Later",drawing,619511900
 I Don't Want To Spend This Much Time On POLITICS. How About You?,politics,155056707
10 Best Practices For DRAWING,drawing,223174142
 Take The Stress Out Of POLITICS,politics,765574653
 Everything You Wanted to Know About CRAFT and Were Afraid To Ask,Craft,775880722
 Proof That OPERATING SYSTEM Really Works,operating system,375067624
 Why Ignoring ART Will Cost You Time and Sales,art,334500938
 Learn Exactly How We Made GST Last Month,GST,336488461
" How We Improved Our ZOOLOGY In One Week(Month, Day)",zoology,340354774
 5 Romantic BANKING Ideas,banking,75056936
GST Expert Interview,GST,840757063
 How To Take The Headache Out Of ART,art,201076008
 The Lazy Man's Guide To GST,GST,46105271
 The Lazy Man's Guide To ZOOLOGY,zoology,807124026
 How To Lose Money With GRAPHIC,graphic,827190682
 Beware The PAINTING Scam,painting,853489910
 How To Improve At PAINTING In 60 Minutes,painting,233443166
 Using 7 BUSINESS Strategies Like The Pros,business,876265265
 Everything You Wanted to Know About MATHEMATICS and Were Afraid To Ask,Mathematics,301206952
 Lies And Damn Lies About SCIENCE,science,431014264
 I Don't Want To Spend This Much Time On POLITICAL. How About You?,political,650037668
 3 Ways To Master GST Without Breaking A Sweat,GST,884551842
PHOTOGRAPHY: What A Mistake!,photography,428360262
 How To Lose Money With DRAWING,drawing,491267034
 Never Changing SCIENCE Will Eventually Destroy You,science,736057427
 The Hidden Mystery Behind HR MANAGEMENT,HR management,695772510
 Using 7 HR MANAGEMENT Strategies Like The Pros,HR management,892933100
 How To Win Friends And Influence People with POLITICAL,political,312482335
 The Secret of Successful DRAWING,drawing,462655869
 15 Tips For FASHION DESIGN Success,Fashion Design,112950312
 Improve(Increase) Your PAINTING In 3 Days,painting,16255659
 2 Things You Must Know About OPERATING SYSTEM,operating system,23636247
 5 Problems Everyone Has With GRAPHIC – How To Solved Them,graphic,367347800
 Using 7 CRAFT Strategies Like The Pros,Craft,397197835
POLITICAL Works Only Under These Conditions,political,43941469
 Why CRAFT Is The Only Skill You Really Need,Craft,40933034
 5 Sexy Ways To Improve Your SCIENCE,science,993617512
 Avoid The Top 10 Mistakes Made By Beginning GRAPHIC,graphic,816335788
 How To Make Your PHOTOGRAPHY Look Like A Million Bucks,photography,601498340
 Want A Thriving Business? Focus On ZOOLOGY!,zoology,516178814
 Don't Just Sit There! Start CRAFT,Craft,249957599
" How We Improved Our DRAWING In One Week(Month, Day)",drawing,147697038
 Who Else Wants To Enjoy FASHION DESIGN,Fashion Design,616508280
 What Zombies Can Teach You About ART,art,871844839
 101 Ideas For PAINTING,painting,915192486
 17 Tricks About DANCE You Wish You Knew Before,dance,921614328
 To People That Want To Start BUSINESS But Are Affraid To Get Started,business,805571859
 Are You Embarrassed By Your GST Skills? Here's What To Do,GST,622128494
HR MANAGEMENT Made Simple - Even Your Kids Can Do It,HR management,143683767
 5 Best Ways To Sell DRAWING,drawing,913707985
 Master (Your) OPERATING SYSTEM in 5 Minutes A Day ,operating system,233679631
 15 Tips For GRAPHIC Success,graphic,658002874
 Never Lose Your MATHEMATICS Again,Mathematics,853062104
 Succeed With POLITICS In 24 Hours,politics,225001759
 I Don't Want To Spend This Much Time On DANCE. How About You?,dance,583170327
 10 Funny BANKING Quotes,banking,109180689
 Master (Your) POLITICAL in 5 Minutes A Day ,political,265756551
 Why MATHEMATICS Is No Friend To Small Business,Mathematics,354667477
 You Can Thank Us Later - 3 Reasons To Stop Thinking About POLITICAL,political,702060517
 10 Unforgivable Sins Of PAINTING,painting,446198512
 Remarkable Website - POLITICS Will Help You Get There,politics,683317677
 Short Story: The Truth About DRAWING,drawing,681162877
 This Study Will Perfect Your PHOTOGRAPHY: Read Or Miss Out,photography,306730856
 Don't Just Sit There! Start PROGRAMMING,programming,687544281
CRAFT Shortcuts - The Easy Way,Craft,183000982
 Marriage And PAINTING Have More In Common Than You Think,painting,329336312
 9 Ways CRAFT Can Make You Invincible,Craft,57338794
 Picture Your POLITICAL On Top. Read This And Make It So,political,49407740
 Why I Hate MUSIC,Music,96313717
 How To Use PROGRAMMING To Desire,programming,344342803
BUSINESS: An Incredibly Easy Method That Works For All,business,897136330
 Believe In Your FASHION DESIGN Skills But Never Stop Improving,Fashion Design,183177303
 Top 10 Tips To Grow Your PAINTING,painting,389825393
 The Untold Secret To Mastering GST In Just 3 Days,GST,265940350
 Fear? Not If You Use MUSIC The Right Way!,Music,468875393
 Stop Wasting Time And Start ZOOLOGY,zoology,495511621
 What You Can Learn From Bill Gates About CRAFT,Craft,977877864
 3 Ways To Master ZOOLOGY Without Breaking A Sweat,zoology,207173608
 What Make BANKING Don't Want You To Know,banking,331993746
 Get Rid of POLITICAL Once and For All,political,557102454
 I Don't Want To Spend This Much Time On HR MANAGEMENT. How About You?,HR management,191779094
 Take 10 Minutes to Get Started With GRAPHIC,graphic,190083369
 Guaranteed No Stress PHOTOGRAPHY,photography,120900713
12 Questions Answered About MUSIC,Music,36099028
 How PROGRAMMING Made Me A Better Salesperson,programming,514535268
 3 Ways Create Better OPERATING SYSTEM With The Help Of Your Dog,operating system,548052951
 Does GRAPHIC Sometimes Make You Feel Stupid?,graphic,478301964
 Open The Gates For POLITICAL By Using These Simple Tips,political,528308822
 Top 10 Tips To Grow Your OPERATING SYSTEM,operating system,923815024
" In 10 Minutes, I'll Give You The Truth About GRAPHIC",graphic,61154363
 How To Start PHOTOGRAPHY With Less Than $100,photography,488800327
 Why OPERATING SYSTEM Is No Friend To Small Business,operating system,90349113
 7 and a Half Very Simple Things You Can Do To Save FASHION DESIGN,Fashion Design,796088842
 Why My ART Is Better Than Yours,art,22494797
 4 Ways You Can Grow Your Creativity Using GRAPHIC,graphic,650177230
 Ho To (Do) FASHION DESIGN Without Leaving Your Office(House).,Fashion Design,874658766
 What You Should Have Asked Your Teachers About OPERATING SYSTEM,operating system,154158581
 5 Ways Of DRAWING That Can Drive You Bankrupt - Fast!,drawing,822209182
 Now You Can Buy An App That is Really Made For MUSIC,Music,928262017
 3 Ways Twitter Destroyed My PHOTOGRAPHY Without Me Noticing,photography,963970881
 Find A Quick Way To DRAWING,drawing,847457852
DANCE Is Bound To Make An Impact In Your Business,dance,298713002
 7 Rules About MATHEMATICS Meant To Be Broken,Mathematics,667251452
 Master (Your) ART in 5 Minutes A Day ,art,927340030
 It's All About (The) CRAFT,Craft,734862283
 Does MATHEMATICS Sometimes Make You Feel Stupid?,Mathematics,559602864
 How To Win Clients And Influence Markets with DRAWING,drawing,21014805
OPERATING SYSTEM - So Simple Even Your Kids Can Do It,operating system,456968156
 Remarkable Website - POLITICAL Will Help You Get There,political,626354905
 5 Ways GST Will Help You Get More Business,GST,965719852
 What Can Instagramm Teach You About ZOOLOGY,zoology,485681246
 Fast-Track Your POLITICS,politics,825167903
 I Don't Want To Spend This Much Time On ART. How About You?,art,809728393
 What Everyone Ought To Know About ART,art,535596061
 Are You Embarrassed By Your BUSINESS Skills? Here's What To Do,business,976190409
 How To Start SCIENCE With Less Than $100,science,255867005
 Proof That GRAPHIC Really Works,graphic,644045955
 Want To Step Up Your PAINTING? You Need To Read This First,painting,975976204
 What Make MUSIC Don't Want You To Know,Music,568408539
 Get Rid of DANCE For Good,dance,728698304
3 Easy Ways To Make DANCE Faster,dance,884294593
 Why You Really Need (A) PAINTING,painting,483680741
 Why Ignoring POLITICS Will Cost You Time and Sales,politics,832696966
 The Secrets To Finding World Class Tools For Your ART Quickly,art,86022272
OPERATING SYSTEM: The Samurai Way,operating system,980197596
 Take 10 Minutes to Get Started With POLITICAL,political,524821205
 The Truth About PAINTING In 3 Minutes,painting,501912784
 How To Buy (A) BUSINESS On A Tight Budget,business,753468047
